guest_id,country,loyalty_tier,total_stays,total_spend_eur,avg_lead_time_days,preferred_segment,enrolled_date,email_opt_in
G003892,ITA,Bronze,3,338.08,70,Online TA,2018-07-08,Y
G003893,BRA,Gold,14,2616.44,52,Complementary,2021-05-08,N
G003894,ESP,Gold,24,2190.7,97,Online TA,2020-01-08,N
G003895,FRA,Bronze,3,657.83,18,Direct,2021-04-28,Y
G003896,USA,Bronze,1,171.4,82,Complementary,2019-02-17,Y
G003897,DEU,Bronze,1,191.57,15,Offline TA/TO,2016-08-12,N
G003898,GBR,Bronze,1,92.48,35,Corporate,2016-09-27,Y
G003899,FRA,Silver,4,710.64,46,Complementary,2017-02-18,Y
G003900,DEU,Bronze,3,820.2,79,Corporate,2016-06-29,N
G003901,PRT,Bronze,2,266.99,76,Corporate,2021-01-14,Y
G003902,NLD,Silver,6,1221.81,10,Direct,2019-12-01,Y
G003903,CHN,Bronze,2,488.09,35,Corporate,2022-09-03,Y
G003904,CHN,Silver,9,1978.84,27,Complementary,2023-05-03,N
G003905,ITA,Gold,21,4964.53,107,Complementary,2019-10-16,Y
G003906,FRA,Silver,7,958.25,48,Corporate,2023-03-28,Y
G003907,NLD,Bronze,3,904.23,98,Online TA,2020-04-23,Y
G003908,ESP,Silver,7,2036.01,39,Complementary,2017-10-26,N
G003909,DEU,Bronze,1,333.08,83,Complementary,2023-05-04,N
G003910,CHN,Bronze,1,125.58,56,Complementary,2023-05-15,N
G003911,DEU,Gold,19,4618.88,120,Direct,2023-06-16,Y
G003912,BRA,Silver,9,922.62,86,Complementary,2018-08-20,N
G003913,CHN,Gold,20,1854.07,76,Online TA,2022-10-19,Y
G003914,NLD,Gold,28,3157.07,101,Online TA,2018-01-02,N
G003915,USA,Bronze,1,213.37,84,Online TA,2022-01-31,Y
G003916,ESP,Bronze,3,302.19,19,Groups,2023-07-28,N
G003917,ITA,Bronze,1,236.58,26,Online TA,2015-10-27,Y
G003918,PRT,Bronze,2,317.19,82,Groups,2016-12-27,Y
G003919,BRA,Bronze,1,228.3,68,Online TA,2015-05-24,Y
G003920,USA,Bronze,2,212.75,69,Complementary,2018-08-04,N
G003921,GBR,Gold,11,2956.49,90,Groups,2022-03-01,Y
G003922,FRA,Platinum,58,17494.18,44,Offline TA/TO,2020-12-09,Y
G003923,GBR,Bronze,1,110.71,47,Offline TA/TO,2023-01-23,N
G003924,PRT,Bronze,3,1030.86,98,Complementary,2021-03-12,N
G003925,DEU,Bronze,2,649.3,13,Direct,2021-12-27,Y
G003926,CHN,Silver,9,2812.35,100,Online TA,2018-03-05,Y
G003927,PRT,Bronze,1,259.84,10,Offline TA/TO,2021-09-24,Y
G003928,ITA,Bronze,3,352.45,30,Complementary,2020-01-21,N
G003929,GBR,Bronze,1,103.83,19,Corporate,2020-03-29,N
G003930,USA,Silver,8,2563.56,93,Direct,2016-02-20,Y
G003931,USA,Bronze,3,1039.65,108,Complementary,2021-01-08,N
G003932,ESP,Silver,4,423.52,71,Corporate,2017-11-16,Y
G003933,NLD,Bronze,1,126.2,80,Offline TA/TO,2015-12-09,N
G003934,PRT,Silver,5,1676.32,53,Online TA,2015-11-14,N
G003935,ITA,Silver,9,1807.08,7,Groups,2017-11-28,N
G003936,USA,Bronze,2,193.63,71,Offline TA/TO,2019-11-22,N
G003937,USA,Silver,9,3140.74,57,Offline TA/TO,2022-05-26,N
G003938,PRT,Gold,18,3032.49,17,Corporate,2016-10-31,N
G003939,FRA,Bronze,3,993.18,77,Online TA,2021-05-02,Y
G003940,GBR,Bronze,3,248.81,18,Online TA,2015-09-16,Y
G003941,NLD,Bronze,2,176.76,83,Direct,2019-01-30,Y
G003942,USA,Bronze,1,97.86,88,Complementary,2018-01-23,N
G003943,DEU,Gold,25,6510.98,76,Offline TA/TO,2019-12-07,N
G003944,DEU,Gold,17,2110.59,113,Direct,2020-01-09,Y
G003945,CHN,Bronze,2,452.9,22,Groups,2015-09-13,Y
G003946,BRA,Bronze,2,429.92,66,Corporate,2019-09-01,Y
G003947,GBR,Silver,5,1396.02,68,Direct,2021-05-16,Y
G003948,USA,Silver,7,701.94,118,Corporate,2023-07-04,Y
G003949,ITA,Bronze,1,147.93,36,Offline TA/TO,2020-01-26,Y
G003950,PRT,Bronze,3,830.11,86,Offline TA/TO,2022-02-18,Y
G003951,ITA,Silver,8,2333.09,97,Groups,2020-08-05,Y
G003952,ITA,Platinum,55,7592.16,96,Corporate,2022-09-04,Y
G003953,BRA,Bronze,2,470.68,92,Corporate,2017-03-11,N
G003954,USA,Silver,8,932.28,38,Groups,2021-04-01,Y
G003955,NLD,Bronze,2,543.46,16,Groups,2023-03-22,N
G003956,ESP,Silver,5,736.05,113,Online TA,2018-06-30,Y
G003957,ESP,Gold,12,2291.68,38,Offline TA/TO,2023-09-29,Y
G003958,ESP,Bronze,3,562.67,39,Complementary,2018-11-07,Y
G003959,CHN,Platinum,52,15387.94,78,Corporate,2017-01-15,Y
G003960,ITA,Bronze,2,303.83,109,Complementary,2016-04-25,N
G003961,ITA,Bronze,2,216.84,40,Groups,2017-12-21,N
G003962,GBR,Platinum,52,14904.94,87,Groups,2020-12-16,N
G003963,GBR,Bronze,3,432.49,53,Direct,2016-10-23,Y
G003964,BRA,Bronze,2,647.12,43,Online TA,2021-07-30,N
G003965,NLD,Bronze,2,275.78,86,Groups,2020-07-23,N
G003966,PRT,Silver,10,1447.64,14,Corporate,2018-07-18,Y
G003967,USA,Bronze,3,933.87,120,Groups,2016-12-27,Y
G003968,ESP,Bronze,2,300.44,16,Direct,2023-02-14,Y
G003969,BRA,Bronze,2,448.94,28,Offline TA/TO,2017-04-22,Y
G003970,BRA,Platinum,84,7020.43,101,Complementary,2021-08-15,N
G003971,USA,Bronze,1,145.43,46,Groups,2016-02-24,Y
G003972,PRT,Silver,8,1473.24,61,Direct,2023-09-01,N
G003973,FRA,Bronze,2,218.04,47,Direct,2016-07-22,Y
G003974,USA,Bronze,1,130.56,28,Groups,2021-12-18,N
G003975,PRT,Silver,5,1649.43,77,Corporate,2015-11-24,N
G003976,USA,Silver,8,1443.36,86,Corporate,2023-07-22,N
G003977,FRA,Silver,10,3162.76,11,Direct,2022-04-05,Y
G003978,PRT,Bronze,2,298.99,89,Corporate,2017-07-01,N
G003979,ITA,Bronze,3,294.86,81,Offline TA/TO,2016-11-25,N
G003980,ITA,Silver,10,2033.78,91,Corporate,2022-10-28,N
G003981,ESP,Bronze,2,252.04,10,Offline TA/TO,2018-07-11,N
G003982,ESP,Bronze,2,618.25,56,Corporate,2019-11-15,Y
G003983,ESP,Bronze,3,538.87,84,Offline TA/TO,2023-03-09,Y
G003984,ITA,Bronze,2,686.63,110,Corporate,2023-04-28,Y
G003985,BRA,Gold,28,6919.43,61,Complementary,2015-03-03,N
G003986,USA,Bronze,2,169.23,48,Direct,2023-12-10,Y
G003987,FRA,Bronze,1,185.14,55,Offline TA/TO,2022-05-08,N
G003988,DEU,Gold,15,2598.19,14,Groups,2018-11-30,Y
G003989,ESP,Bronze,2,592.6,67,Corporate,2023-07-26,N
G003990,ITA,Bronze,2,577.66,65,Online TA,2020-06-13,N
G003991,FRA,Silver,10,1691.7,28,Offline TA/TO,2023-05-08,N
G003992,ITA,Bronze,3,774.33,105,Online TA,2016-10-08,N
G003993,BRA,Silver,5,1159.52,48,Online TA,2017-05-06,N
G003994,ESP,Bronze,3,355.19,92,Groups,2018-10-22,N
G003995,ITA,Bronze,1,285.09,80,Complementary,2015-12-03,Y
G003996,ESP,Bronze,2,640.03,114,Complementary,2021-02-03,N
G003997,ESP,Bronze,1,181.28,49,Online TA,2021-11-24,N
G003998,PRT,Bronze,2,171.75,72,Offline TA/TO,2016-07-30,Y
G003999,CHN,Bronze,1,100.58,83,Corporate,2020-11-22,N
G004000,NLD,Bronze,1,323.52,113,Online TA,2022-05-23,Y
G004001,BRA,Silver,6,1259.16,13,Online TA,2017-04-08,Y
G004002,DEU,Bronze,2,445.74,38,Corporate,2022-04-27,N
G004003,USA,Bronze,1,103.53,77,Groups,2015-07-17,Y
G004004,USA,Silver,4,1324.18,99,Complementary,2019-08-20,N
G004005,USA,Gold,18,3102.45,55,Offline TA/TO,2019-01-02,N
G004006,CHN,Bronze,3,968.61,21,Groups,2018-09-17,N
G004007,FRA,Bronze,3,970.41,55,Groups,2017-04-16,N
G004008,FRA,Bronze,1,246.93,31,Complementary,2017-10-18,Y
G004009,CHN,Silver,5,820.29,47,Offline TA/TO,2023-05-17,Y
G004010,BRA,Bronze,1,196.68,8,Corporate,2019-12-08,N
G004011,CHN,Silver,9,1462.87,68,Corporate,2016-10-05,Y
G004012,DEU,Gold,28,7794.79,91,Online TA,2020-01-31,N
G004013,ITA,Bronze,1,197.93,112,Corporate,2016-11-22,N
G004014,ESP,Bronze,1,216.96,65,Corporate,2023-08-14,Y
G004015,CHN,Bronze,3,669.88,84,Direct,2021-08-20,N
G004016,GBR,Gold,23,5720.88,102,Complementary,2022-11-08,N
G004017,ITA,Bronze,2,393.58,25,Online TA,2021-07-20,Y
G004018,CHN,Bronze,1,315.72,55,Corporate,2021-01-14,N
G004019,USA,Bronze,2,477.48,83,Complementary,2018-11-20,Y
G004020,NLD,Bronze,3,1000.5,93,Online TA,2019-10-01,N
G004021,PRT,Bronze,3,975.15,14,Complementary,2018-06-22,Y
G004022,BRA,Bronze,3,458.58,12,Complementary,2017-10-13,Y
G004023,NLD,Bronze,1,281.56,86,Online TA,2023-12-29,Y
G004024,USA,Bronze,2,615.24,51,Offline TA/TO,2022-04-06,Y
G004025,BRA,Silver,9,2567.48,69,Complementary,2020-08-18,N
G004026,BRA,Gold,12,3899.55,73,Groups,2015-10-15,N
G004027,BRA,Bronze,2,611.36,17,Corporate,2019-08-26,N
G004028,BRA,Platinum,61,11270.52,88,Direct,2018-10-31,N
G004029,NLD,Bronze,3,417.46,49,Corporate,2017-02-08,Y
G004030,NLD,Bronze,2,361.52,58,Direct,2021-08-27,Y
G004031,DEU,Bronze,1,308.33,78,Complementary,2019-05-08,N
G004032,BRA,Silver,7,1745.92,101,Online TA,2015-12-16,N
G004033,DEU,Gold,16,3988.53,97,Online TA,2019-05-12,Y
G004034,FRA,Bronze,2,387.86,37,Direct,2016-05-08,Y
G004035,ESP,Bronze,2,423.44,20,Groups,2016-01-06,N
G004036,ITA,Bronze,3,533.88,35,Corporate,2015-01-19,N
G004037,BRA,Silver,5,654.56,67,Online TA,2022-03-11,N
G004038,NLD,Bronze,2,249.75,73,Offline TA/TO,2023-12-23,Y
G004039,FRA,Bronze,2,621.78,67,Online TA,2015-03-17,Y
G004040,DEU,Silver,10,2715.51,117,Complementary,2019-04-10,Y
G004041,GBR,Silver,5,1532.72,21,Groups,2020-10-09,Y
G004042,BRA,Bronze,1,265.42,116,Complementary,2022-11-21,N
G004043,GBR,Silver,5,669.83,97,Direct,2016-01-20,Y
G004044,ESP,Silver,7,2090.03,88,Corporate,2019-10-03,N
G004045,CHN,Bronze,2,419.29,16,Complementary,2017-10-05,Y
G004046,ESP,Bronze,2,341.6,32,Complementary,2020-07-05,Y
G004047,PRT,Silver,9,3120.57,113,Online TA,2020-07-02,N
G004048,FRA,Bronze,3,774.72,97,Offline TA/TO,2023-04-18,N
G004049,GBR,Bronze,3,605.82,81,Complementary,2018-11-03,Y
G004050,USA,Gold,12,2265.1,78,Direct,2020-02-12,Y
G004051,NLD,Bronze,2,618.58,44,Groups,2021-10-08,Y
G004052,CHN,Silver,10,1442.49,28,Direct,2022-12-30,Y
G004053,DEU,Bronze,2,428.19,80,Direct,2017-10-04,N
G004054,ITA,Silver,10,1917.61,24,Groups,2016-11-13,Y
G004055,NLD,Silver,4,1029.07,92,Direct,2016-06-20,N
G004056,DEU,Silver,8,2089.15,101,Offline TA/TO,2020-02-20,N
G004057,ESP,Gold,23,6322.56,76,Groups,2019-11-25,N
G004058,NLD,Silver,10,2683.09,51,Complementary,2019-06-28,N
G004059,NLD,Silver,5,1695.02,103,Online TA,2019-04-21,Y
G004060,USA,Gold,20,2432.87,10,Corporate,2019-04-18,Y
G004061,CHN,Silver,9,803.44,70,Groups,2015-06-20,N
G004062,ESP,Bronze,3,990.4,77,Groups,2016-02-15,Y
G004063,BRA,Bronze,3,930.47,35,Corporate,2016-11-02,Y
G004064,BRA,Bronze,2,431.78,53,Corporate,2020-06-01,Y
G004065,ITA,Bronze,1,189.52,69,Offline TA/TO,2017-03-04,N
G004066,ESP,Bronze,1,301.05,83,Online TA,2015-11-07,N
G004067,BRA,Bronze,3,459.14,77,Complementary,2020-12-21,N
G004068,CHN,Silver,9,1977.49,61,Groups,2016-05-25,Y
G004069,FRA,Gold,14,4777.57,61,Corporate,2016-06-07,N
G004070,NLD,Bronze,2,530.67,48,Groups,2015-07-31,N
G004071,ITA,Bronze,1,112.98,84,Corporate,2023-08-15,Y
G004072,CHN,Bronze,1,201.7,71,Offline TA/TO,2017-11-21,N
G004073,BRA,Bronze,3,469.28,103,Groups,2017-08-08,Y
G004074,ITA,Silver,4,940.33,80,Corporate,2020-08-01,Y
G004075,FRA,Silver,4,698.17,91,Groups,2022-02-23,N
G004076,NLD,Silver,5,539.81,90,Direct,2017-03-15,N
G004077,NLD,Silver,4,499.34,43,Direct,2017-01-13,N
G004078,ESP,Silver,8,2213.99,104,Online TA,2017-10-08,N
G004079,BRA,Silver,7,2438.18,113,Online TA,2023-03-01,N
G004080,NLD,Gold,20,5097.39,85,Corporate,2021-03-03,Y
G004081,CHN,Silver,6,1335.44,32,Corporate,2017-09-05,Y
G004082,FRA,Silver,9,2434.71,56,Corporate,2017-09-19,Y
G004083,CHN,Gold,22,5081.89,48,Direct,2017-06-30,Y
G004084,ITA,Gold,26,4993.03,63,Corporate,2019-07-21,N
G004085,ESP,Bronze,3,858.22,14,Online TA,2020-12-13,N
G004086,FRA,Bronze,2,431.88,37,Complementary,2015-02-22,Y
G004087,NLD,Bronze,2,420.37,118,Complementary,2016-11-26,N
G004088,USA,Silver,9,1506.42,15,Online TA,2019-07-17,N
G004089,DEU,Silver,7,739.07,47,Online TA,2020-01-28,N
G004090,CHN,Silver,7,1841.27,75,Online TA,2018-08-16,Y
G004091,CHN,Silver,10,2709.43,53,Direct,2023-07-18,Y
G004092,ESP,Gold,24,7707.64,76,Offline TA/TO,2015-11-02,N
G004093,ITA,Bronze,2,696.32,14,Complementary,2019-08-22,Y
G004094,NLD,Platinum,57,19834.41,35,Offline TA/TO,2019-11-13,N
G004095,BRA,Silver,10,2174.69,13,Online TA,2022-01-06,N
G004096,CHN,Silver,7,2174.27,80,Online TA,2017-09-27,N
G004097,ITA,Silver,5,1010.29,16,Offline TA/TO,2018-10-13,N
G004098,PRT,Gold,23,5164.92,112,Complementary,2017-04-09,Y
G004099,GBR,Platinum,90,9354.76,92,Groups,2023-05-20,N
G004100,USA,Silver,9,2129.41,101,Offline TA/TO,2020-05-25,N
G004101,CHN,Silver,5,682.31,51,Complementary,2018-02-17,N
G004102,NLD,Silver,10,2221.85,118,Online TA,2016-05-18,Y
G004103,ESP,Bronze,3,995.86,24,Groups,2023-06-15,Y
G004104,DEU,Gold,22,5830.11,118,Complementary,2016-01-24,N
G004105,ITA,Bronze,2,490.97,75,Groups,2017-09-06,Y
G004106,PRT,Bronze,1,188.63,32,Online TA,2020-08-30,Y
G004107,USA,Bronze,1,163.25,81,Groups,2019-04-07,N
G004108,GBR,Bronze,2,513.29,31,Online TA,2023-09-28,N
G004109,ITA,Bronze,2,649.9,56,Offline TA/TO,2022-01-04,Y
G004110,PRT,Bronze,2,254.41,80,Online TA,2019-01-20,N
G004111,ESP,Bronze,3,618.13,57,Online TA,2015-11-16,N
G004112,GBR,Bronze,1,184.61,67,Online TA,2023-05-07,N
G004113,BRA,Platinum,61,20438.91,46,Groups,2015-07-21,N
G004114,BRA,Silver,7,1753.89,110,Online TA,2017-11-06,Y
G004115,GBR,Gold,18,1736.77,56,Corporate,2017-08-20,N
G004116,DEU,Bronze,1,306.01,16,Offline TA/TO,2023-05-31,Y
G004117,NLD,Silver,7,847.78,52,Direct,2023-07-26,Y
G004118,BRA,Silver,6,609.27,100,Corporate,2023-05-20,Y
G004119,NLD,Silver,5,799.86,9,Complementary,2016-03-01,N
G004120,NLD,Bronze,3,911.74,20,Complementary,2019-04-05,Y
G004121,USA,Gold,11,2034.92,76,Groups,2018-03-25,N
G004122,PRT,Platinum,40,7850.19,118,Online TA,2022-08-30,N
G004123,DEU,Bronze,1,173.57,115,Direct,2020-03-02,Y
G004124,ITA,Gold,25,6161.68,10,Online TA,2017-09-25,Y
G004125,GBR,Platinum,85,16753.9,39,Groups,2018-10-23,Y
G004126,DEU,Gold,14,4007.77,65,Groups,2023-07-12,N
G004127,CHN,Bronze,3,695.95,95,Online TA,2018-04-13,Y
G004128,FRA,Bronze,1,176.27,13,Groups,2021-07-30,N
G004129,FRA,Bronze,2,224.91,60,Groups,2019-10-28,Y
G004130,ESP,Bronze,1,208.85,98,Online TA,2018-02-14,Y
G004131,FRA,Bronze,3,440.12,53,Direct,2023-04-27,Y
G004132,CHN,Bronze,3,694.53,43,Offline TA/TO,2015-07-13,Y
G004133,NLD,Bronze,2,481.91,41,Online TA,2023-03-15,N
G004134,DEU,Silver,5,1105.69,112,Direct,2018-03-23,N
G004135,PRT,Silver,8,1329.74,49,Direct,2023-06-16,N
G004136,PRT,Gold,26,4428.75,114,Offline TA/TO,2016-04-27,Y
G004137,PRT,Gold,16,1536.41,68,Offline TA/TO,2018-03-29,N
G004138,USA,Bronze,3,800.37,22,Corporate,2017-10-26,Y
G004139,CHN,Bronze,3,667.58,95,Offline TA/TO,2020-12-10,N
G004140,DEU,Bronze,2,318.64,83,Corporate,2019-07-17,N
G004141,PRT,Gold,18,3279.25,105,Offline TA/TO,2023-12-01,N
G004142,ESP,Bronze,1,226.67,62,Groups,2021-08-30,Y
G004143,NLD,Silver,6,1578.98,87,Offline TA/TO,2015-01-20,N
G004144,FRA,Bronze,1,188.58,57,Groups,2023-09-06,N
G004145,DEU,Bronze,2,386.12,78,Direct,2017-06-07,Y
G004146,FRA,Bronze,2,408.36,40,Complementary,2021-03-17,Y
G004147,CHN,Bronze,1,122.32,36,Groups,2017-06-20,Y
G004148,FRA,Bronze,3,725.53,101,Complementary,2019-06-15,Y
G004149,CHN,Silver,6,1452.14,114,Corporate,2017-08-27,N
G004150,NLD,Silver,4,988.95,69,Complementary,2018-06-01,N
G004151,USA,Platinum,56,14640.07,116,Corporate,2015-06-01,N
G004152,GBR,Silver,4,815.53,84,Offline TA/TO,2019-02-02,N
G004153,BRA,Platinum,88,12576.42,19,Direct,2022-06-09,Y
G004154,BRA,Silver,4,542.04,76,Complementary,2021-07-05,Y
G004155,USA,Gold,11,3286.76,120,Offline TA/TO,2019-10-25,N
G004156,CHN,Gold,16,5158.68,91,Groups,2020-02-13,N
G004157,CHN,Gold,24,4429.09,66,Online TA,2017-08-06,N
G004158,ITA,Bronze,1,225.27,63,Groups,2023-01-03,N
G004159,FRA,Bronze,1,298.49,77,Direct,2021-03-16,Y
G004160,CHN,Gold,14,4331.1,86,Complementary,2020-12-27,N
G004161,BRA,Gold,29,7210.0,10,Complementary,2020-12-10,N
G004162,ESP,Bronze,3,949.29,66,Complementary,2017-07-18,Y
G004163,CHN,Silver,5,674.32,48,Offline TA/TO,2021-05-05,N
G004164,DEU,Platinum,86,24326.95,39,Groups,2022-12-18,Y
G004165,DEU,Bronze,2,563.03,11,Corporate,2019-02-22,N
G004166,DEU,Bronze,1,276.18,106,Direct,2019-12-26,N
G004167,CHN,Bronze,2,555.81,91,Offline TA/TO,2023-05-27,N
G004168,USA,Bronze,1,348.62,80,Complementary,2021-09-20,Y
G004169,BRA,Gold,30,7986.19,59,Complementary,2018-08-10,N
G004170,USA,Bronze,2,675.56,15,Direct,2022-11-10,N
G004171,NLD,Bronze,3,764.52,14,Corporate,2022-10-10,N
G004172,GBR,Bronze,3,241.64,67,Offline TA/TO,2017-07-08,Y
G004173,GBR,Bronze,1,92.62,32,Direct,2019-08-03,N
G004174,PRT,Gold,15,4344.46,63,Direct,2016-09-29,N
G004175,ESP,Silver,9,1786.96,101,Offline TA/TO,2015-02-07,N
G004176,NLD,Gold,25,5843.92,10,Complementary,2018-04-19,Y
G004177,FRA,Silver,4,818.8,117,Online TA,2019-12-01,Y
G004178,ESP,Bronze,2,373.98,80,Direct,2018-07-28,N
G004179,DEU,Platinum,73,14089.46,56,Corporate,2020-09-29,Y
G004180,BRA,Platinum,86,21284.63,95,Direct,2018-08-04,N
G004181,NLD,Bronze,1,149.49,118,Corporate,2017-07-16,Y
G004182,BRA,Gold,12,2203.76,58,Offline TA/TO,2018-03-19,Y
G004183,GBR,Bronze,3,366.99,95,Corporate,2021-05-04,N
G004184,GBR,Bronze,1,281.26,66,Groups,2022-06-19,Y
G004185,USA,Bronze,1,337.46,35,Online TA,2016-04-19,Y
G004186,ITA,Bronze,2,320.17,113,Offline TA/TO,2016-06-30,N
G004187,ITA,Bronze,1,348.08,92,Offline TA/TO,2020-07-31,Y
G004188,CHN,Bronze,1,231.77,70,Offline TA/TO,2018-03-30,Y
G004189,FRA,Bronze,1,239.12,47,Groups,2019-06-15,Y
G004190,FRA,Gold,24,2146.75,49,Complementary,2018-11-17,Y
G004191,ITA,Bronze,2,535.19,16,Groups,2017-04-02,N
G004192,FRA,Gold,21,2059.42,65,Online TA,2017-12-30,N
G004193,USA,Gold,11,2734.5,61,Complementary,2016-10-15,Y
G004194,BRA,Bronze,2,309.71,16,Offline TA/TO,2016-09-01,N
G004195,DEU,Silver,5,1543.25,119,Corporate,2015-06-10,Y
G004196,FRA,Platinum,98,26123.55,81,Complementary,2019-12-19,Y
G004197,DEU,Silver,6,878.94,77,Complementary,2023-07-28,Y
G004198,NLD,Gold,14,3970.41,38,Direct,2023-03-01,Y
G004199,NLD,Silver,6,1786.41,118,Direct,2018-09-12,Y
G004200,PRT,Silver,4,625.23,50,Direct,2021-03-14,Y
G004201,CHN,Silver,6,1032.86,99,Complementary,2019-11-05,Y
G004202,BRA,Silver,10,1062.48,79,Offline TA/TO,2019-09-09,Y
G004203,USA,Gold,16,5192.7,113,Corporate,2023-09-13,N
G004204,BRA,Bronze,1,313.27,106,Online TA,2015-07-31,N
G004205,ITA,Gold,27,6423.1,83,Direct,2016-12-06,N
G004206,DEU,Bronze,3,421.51,102,Corporate,2019-02-22,N
G004207,USA,Platinum,84,15582.05,115,Groups,2022-01-31,Y
G004208,DEU,Bronze,2,618.66,37,Groups,2021-05-22,N
G004209,BRA,Bronze,1,90.66,25,Complementary,2022-12-03,N
G004210,FRA,Bronze,1,86.2,41,Complementary,2021-03-13,N
G004211,NLD,Bronze,1,321.0,53,Offline TA/TO,2020-06-30,N
G004212,CHN,Bronze,2,531.43,32,Groups,2017-10-02,N
G004213,DEU,Gold,18,2758.49,114,Online TA,2022-07-29,N
G004214,FRA,Silver,8,909.97,8,Corporate,2021-11-11,N
G004215,NLD,Bronze,3,778.09,60,Online TA,2020-02-21,N
G004216,FRA,Silver,5,718.54,67,Offline TA/TO,2017-08-02,N
G004217,USA,Bronze,1,340.62,113,Groups,2023-05-24,Y
G004218,USA,Bronze,1,312.44,17,Complementary,2015-04-20,N
G004219,NLD,Bronze,2,564.41,43,Offline TA/TO,2020-02-06,Y
G004220,DEU,Silver,5,1741.87,96,Online TA,2021-12-19,Y
G004221,BRA,Bronze,1,303.29,114,Complementary,2023-05-24,N
G004222,USA,Platinum,85,16485.56,102,Offline TA/TO,2020-04-11,N
G004223,PRT,Silver,10,1014.58,44,Direct,2021-03-08,Y
G004224,GBR,Silver,9,1678.1,89,Groups,2020-01-05,N
G004225,DEU,Silver,10,1308.65,25,Online TA,2018-08-22,Y
G004226,USA,Silver,5,573.0,68,Corporate,2023-08-20,Y
G004227,GBR,Bronze,2,185.87,91,Groups,2020-11-22,N
G004228,PRT,Bronze,1,196.63,36,Complementary,2019-03-31,Y
G004229,CHN,Silver,10,2120.8,118,Offline TA/TO,2016-12-23,Y
G004230,NLD,Silver,6,1938.35,105,Groups,2017-10-07,N
G004231,BRA,Silver,6,570.68,80,Complementary,2023-02-06,Y
G004232,PRT,Silver,8,922.53,26,Offline TA/TO,2018-06-25,N
G004233,USA,Bronze,2,382.22,89,Corporate,2020-11-21,Y
G004234,GBR,Silver,8,2189.97,118,Online TA,2021-06-09,N
G004235,GBR,Silver,10,2701.51,21,Complementary,2021-04-13,N
G004236,DEU,Silver,5,517.97,65,Online TA,2020-07-17,N
G004237,NLD,Silver,7,2289.86,55,Offline TA/TO,2018-04-11,N
G004238,FRA,Silver,4,1194.9,9,Direct,2021-03-03,Y
G004239,BRA,Bronze,1,216.24,92,Corporate,2021-09-07,Y
G004240,ITA,Bronze,2,334.62,20,Offline TA/TO,2021-07-14,Y
G004241,PRT,Silver,7,1814.58,7,Complementary,2017-12-22,N
G004242,USA,Silver,5,1289.59,116,Complementary,2022-03-10,N
G004243,FRA,Gold,29,5636.31,86,Offline TA/TO,2020-10-15,Y
G004244,FRA,Gold,25,5957.69,102,Offline TA/TO,2015-09-19,Y
G004245,BRA,Silver,5,713.22,66,Offline TA/TO,2022-07-29,N
G004246,FRA,Silver,7,2267.05,56,Offline TA/TO,2020-12-19,N
G004247,NLD,Bronze,1,160.88,63,Groups,2016-01-13,N
G004248,BRA,Bronze,2,176.12,17,Complementary,2021-06-19,Y
G004249,USA,Bronze,2,486.29,113,Complementary,2018-01-23,N
G004250,FRA,Bronze,3,848.07,44,Online TA,2019-02-17,N
G004251,ITA,Bronze,3,416.6,103,Online TA,2019-05-04,N
G004252,BRA,Silver,6,1658.79,69,Online TA,2018-08-04,Y
G004253,FRA,Bronze,3,775.56,73,Complementary,2017-07-06,N
G004254,BRA,Gold,24,3108.52,18,Offline TA/TO,2021-11-01,Y
G004255,USA,Silver,5,637.67,49,Corporate,2022-10-30,N
G004256,NLD,Bronze,3,291.54,114,Offline TA/TO,2019-05-30,N
G004257,GBR,Bronze,1,185.32,108,Direct,2019-01-09,Y
G004258,PRT,Bronze,1,314.93,118,Offline TA/TO,2020-08-15,Y
G004259,USA,Bronze,3,947.65,102,Complementary,2022-07-10,Y
G004260,NLD,Silver,5,1433.32,47,Groups,2023-05-28,N
G004261,CHN,Bronze,2,354.69,82,Groups,2023-01-04,Y
G004262,NLD,Bronze,1,244.43,19,Offline TA/TO,2018-04-12,Y
G004263,ESP,Platinum,47,11042.54,106,Complementary,2016-03-05,Y
G004264,DEU,Platinum,55,11393.83,60,Direct,2016-10-03,Y
G004265,USA,Bronze,3,301.35,68,Direct,2022-10-10,Y
G004266,ITA,Silver,8,2152.83,15,Complementary,2021-08-15,N
G004267,NLD,Silver,7,1195.03,27,Online TA,2017-06-20,N
G004268,PRT,Bronze,1,230.22,118,Corporate,2017-03-09,Y
G004269,ESP,Silver,10,2442.55,109,Online TA,2019-01-01,Y
G004270,ESP,Silver,8,864.36,51,Groups,2022-04-11,N
G004271,USA,Bronze,1,309.63,41,Corporate,2018-02-08,N
G004272,PRT,Bronze,2,292.51,22,Groups,2018-12-18,Y
G004273,DEU,Silver,8,1510.74,111,Offline TA/TO,2023-05-31,Y
G004274,PRT,Silver,8,1331.33,20,Direct,2021-04-21,N
G004275,GBR,Bronze,2,429.76,82,Online TA,2020-01-04,N
G004276,ESP,Bronze,2,571.91,35,Online TA,2018-05-15,N
G004277,USA,Bronze,3,400.89,80,Online TA,2016-10-01,N
G004278,FRA,Gold,14,2423.83,34,Corporate,2018-04-03,Y
G004279,PRT,Silver,7,2425.32,48,Online TA,2016-04-17,N
G004280,BRA,Bronze,3,345.76,10,Groups,2020-05-12,N
G004281,BRA,Bronze,1,201.74,55,Direct,2021-06-01,N
