feedback_id,guest_id,hotel_type,package_name,stay_date,nps_score,checkin_satisfaction,room_satisfaction,food_satisfaction,value_for_money,would_return,booking_channel
FB0007308,G003942,City Hotel,Standard,2015-08-12,5,4,2,5,3,Maybe,Direct
FB0007309,G004112,Resort Hotel,Standard,2015-09-27,7,5,2,2,2,N,TA/TO
FB0007310,G000369,Resort Hotel,Breakfast Included,2017-01-05,5,1,4,4,3,Y,Direct
FB0007311,G003185,Resort Hotel,Half Board,2015-11-27,4,2,5,2,5,Maybe,TA/TO
FB0007312,G001364,Resort Hotel,Premium All-Inclusive,2015-08-25,10,1,1,1,4,Y,TA/TO
FB0007313,G002412,Resort Hotel,Standard,2016-01-29,1,5,5,4,3,N,Direct
FB0007314,G003710,Resort Hotel,Standard,2016-02-25,8,1,3,4,4,N,TA/TO
FB0007315,G003041,City Hotel,Premium All-Inclusive,2017-07-11,9,1,4,2,3,Maybe,TA/TO
FB0007316,G000205,Resort Hotel,Standard,2016-05-06,2,1,2,2,4,N,GDS
FB0007317,G004764,City Hotel,Half Board,2016-10-08,6,5,2,1,4,Y,GDS
FB0007318,G000650,Resort Hotel,Full Board,2015-09-17,7,5,5,3,4,N,Direct
FB0007319,G004843,City Hotel,Premium All-Inclusive,2016-04-30,10,2,4,4,5,Maybe,Direct
FB0007320,G003246,City Hotel,Standard,2016-10-04,9,4,5,5,4,Maybe,GDS
FB0007321,G003287,Resort Hotel,Breakfast Included,2015-08-14,7,3,1,2,2,N,TA/TO
FB0007322,G002814,City Hotel,Half Board,2016-10-23,7,4,4,3,3,N,Direct
FB0007323,G001453,City Hotel,Breakfast Included,2016-10-30,6,2,4,4,5,N,GDS
FB0007324,G004227,Resort Hotel,Premium All-Inclusive,2015-07-07,8,3,5,1,2,Y,Direct
FB0007325,G001802,Resort Hotel,Breakfast Included,2017-06-27,8,3,3,5,4,N,TA/TO
FB0007326,G003164,City Hotel,Full Board,2015-10-25,10,2,1,5,5,Y,Direct
FB0007327,G004104,City Hotel,Premium All-Inclusive,2017-03-21,8,2,1,4,3,Maybe,GDS
FB0007328,G004127,City Hotel,Full Board,2017-05-28,8,2,4,3,4,Maybe,GDS
FB0007329,G000890,City Hotel,Standard,2017-04-02,3,1,3,5,4,Maybe,Direct
FB0007330,G001819,City Hotel,Half Board,2016-07-15,9,3,2,3,4,Y,TA/TO
FB0007331,G004839,Resort Hotel,Full Board,2015-08-03,2,3,1,2,3,Y,Direct
FB0007332,G002918,Resort Hotel,Half Board,2017-02-14,6,3,5,1,4,Y,GDS
FB0007333,G003585,City Hotel,Standard,2017-02-23,6,4,1,4,5,N,GDS
FB0007334,G004931,City Hotel,Half Board,2017-03-25,9,3,3,3,4,N,Direct
FB0007335,G001951,City Hotel,Half Board,2016-06-14,6,5,3,3,2,Y,TA/TO
FB0007336,G001090,Resort Hotel,Standard,2017-01-31,7,2,4,4,2,N,TA/TO
FB0007337,G001253,Resort Hotel,Premium All-Inclusive,2015-11-14,9,5,4,1,2,N,Direct
FB0007338,G001551,Resort Hotel,Breakfast Included,2017-03-18,7,5,2,5,5,N,Direct
FB0007339,G003002,Resort Hotel,Full Board,2016-10-18,4,3,5,4,2,Y,Direct
FB0007340,G004961,City Hotel,Premium All-Inclusive,2016-06-05,9,2,3,4,5,N,GDS
FB0007341,G004438,Resort Hotel,Premium All-Inclusive,2015-09-28,10,2,5,2,1,Maybe,TA/TO
FB0007342,G003774,City Hotel,Breakfast Included,2017-01-15,6,2,4,4,2,Y,GDS
FB0007343,G003508,City Hotel,Half Board,2017-03-06,8,5,5,1,4,Y,TA/TO
FB0007344,G002919,City Hotel,Standard,2015-11-05,5,2,4,5,4,N,Direct
FB0007345,G000740,City Hotel,Standard,2016-03-13,5,5,5,1,2,Y,TA/TO
FB0007346,G004771,City Hotel,Standard,2017-07-23,10,5,2,4,3,Maybe,GDS
FB0007347,G001427,Resort Hotel,Standard,2016-01-20,6,2,4,1,4,N,GDS
FB0007348,G000838,City Hotel,Standard,2017-02-12,7,4,4,2,3,Maybe,GDS
FB0007349,G000394,Resort Hotel,Half Board,2016-02-12,7,4,1,3,1,N,Direct
FB0007350,G001217,Resort Hotel,Half Board,2017-04-10,9,5,2,3,1,N,TA/TO
FB0007351,G002631,City Hotel,Premium All-Inclusive,2017-08-12,8,3,2,2,5,N,GDS
FB0007352,G002554,City Hotel,Full Board,2016-03-07,10,5,3,1,4,Maybe,GDS
FB0007353,G000802,City Hotel,Half Board,2017-01-22,10,2,5,4,4,Y,TA/TO
FB0007354,G002322,Resort Hotel,Breakfast Included,2016-10-02,9,2,2,1,5,Y,Direct
FB0007355,G000908,Resort Hotel,Full Board,2017-01-10,3,3,4,1,5,Maybe,GDS
FB0007356,G003954,Resort Hotel,Standard,2016-01-11,6,1,2,3,1,N,Direct
FB0007357,G001656,Resort Hotel,Full Board,2015-08-22,7,3,3,1,3,Maybe,GDS
FB0007358,G002115,Resort Hotel,Half Board,2016-07-04,5,2,1,2,2,Maybe,Direct
FB0007359,G004245,Resort Hotel,Breakfast Included,2015-09-21,10,5,5,4,4,N,TA/TO
FB0007360,G002708,Resort Hotel,Breakfast Included,2016-11-23,6,5,3,4,1,Maybe,TA/TO
FB0007361,G000747,Resort Hotel,Breakfast Included,2016-10-27,7,2,4,1,3,Maybe,Direct
FB0007362,G000823,City Hotel,Standard,2016-10-31,7,1,4,1,5,N,GDS
FB0007363,G002353,Resort Hotel,Standard,2015-12-29,9,1,1,1,5,N,TA/TO
FB0007364,G003250,City Hotel,Premium All-Inclusive,2017-03-27,10,2,1,5,3,Y,Direct
FB0007365,G001356,Resort Hotel,Standard,2017-05-22,6,2,5,1,3,N,TA/TO
FB0007366,G000407,Resort Hotel,Half Board,2017-08-06,2,5,4,4,3,Maybe,TA/TO
FB0007367,G002433,Resort Hotel,Half Board,2015-07-09,10,1,4,1,4,Maybe,TA/TO
FB0007368,G004727,City Hotel,Half Board,2016-04-25,8,3,4,5,2,N,GDS
FB0007369,G002972,Resort Hotel,Full Board,2016-06-18,10,1,5,2,1,N,TA/TO
FB0007370,G003104,Resort Hotel,Breakfast Included,2015-10-09,9,2,4,5,5,N,TA/TO
FB0007371,G002503,Resort Hotel,Half Board,2016-09-14,10,2,3,3,4,Maybe,Direct
FB0007372,G003558,Resort Hotel,Half Board,2016-06-29,7,3,2,1,3,Y,Direct
FB0007373,G003231,Resort Hotel,Premium All-Inclusive,2016-03-06,7,4,2,2,5,Maybe,GDS
FB0007374,G000691,City Hotel,Breakfast Included,2015-09-11,6,4,5,1,3,Y,GDS
FB0007375,G002165,Resort Hotel,Half Board,2016-10-09,1,2,2,4,2,Y,GDS
FB0007376,G001312,City Hotel,Breakfast Included,2016-05-26,4,3,5,1,2,N,Direct
FB0007377,G003367,City Hotel,Half Board,2016-08-22,8,2,2,5,2,Y,GDS
FB0007378,G003245,Resort Hotel,Standard,2016-01-06,2,1,1,4,5,Y,GDS
FB0007379,G000655,City Hotel,Standard,2017-07-22,8,3,5,2,4,Y,TA/TO
FB0007380,G004724,Resort Hotel,Breakfast Included,2015-12-10,4,2,1,3,5,Y,TA/TO
FB0007381,G002272,Resort Hotel,Standard,2016-05-29,9,5,2,4,4,Y,TA/TO
FB0007382,G002247,Resort Hotel,Premium All-Inclusive,2015-07-19,7,2,2,5,2,Maybe,Direct
FB0007383,G001069,Resort Hotel,Premium All-Inclusive,2015-07-20,9,5,3,1,3,Y,Direct
FB0007384,G002151,City Hotel,Full Board,2016-03-06,9,3,3,1,3,Maybe,GDS
FB0007385,G002101,City Hotel,Breakfast Included,2017-07-03,7,5,5,4,4,N,GDS
FB0007386,G002389,Resort Hotel,Breakfast Included,2016-07-12,5,1,5,3,4,N,Direct
FB0007387,G002558,Resort Hotel,Breakfast Included,2016-08-13,7,1,2,5,1,N,TA/TO
FB0007388,G003975,Resort Hotel,Standard,2017-07-30,4,5,3,4,2,N,GDS
FB0007389,G001227,Resort Hotel,Full Board,2015-12-19,4,2,4,3,5,Maybe,GDS
FB0007390,G001748,City Hotel,Premium All-Inclusive,2017-04-20,10,5,3,1,4,N,Direct
FB0007391,G004746,City Hotel,Standard,2015-09-11,3,1,2,2,4,N,Direct
FB0007392,G004625,City Hotel,Premium All-Inclusive,2017-07-16,7,2,1,2,1,Y,TA/TO
FB0007393,G004226,Resort Hotel,Full Board,2015-07-02,6,5,3,3,5,Maybe,GDS
FB0007394,G001566,City Hotel,Full Board,2017-06-29,5,4,3,4,5,Maybe,Direct
FB0007395,G001594,City Hotel,Premium All-Inclusive,2016-02-05,5,5,3,2,3,N,Direct
FB0007396,G001217,City Hotel,Half Board,2017-01-17,5,1,3,5,2,N,GDS
FB0007397,G000745,Resort Hotel,Standard,2017-02-24,7,4,2,5,3,Maybe,TA/TO
FB0007398,G003672,Resort Hotel,Half Board,2015-09-12,1,5,4,4,2,Maybe,GDS
FB0007399,G001896,City Hotel,Standard,2017-07-17,8,4,4,4,4,Maybe,TA/TO
FB0007400,G000974,City Hotel,Premium All-Inclusive,2017-08-24,10,4,3,5,5,Maybe,TA/TO
FB0007401,G001288,Resort Hotel,Breakfast Included,2017-04-03,3,4,1,5,4,N,GDS
FB0007402,G003576,Resort Hotel,Premium All-Inclusive,2017-05-19,9,3,5,4,4,Y,TA/TO
FB0007403,G004262,City Hotel,Premium All-Inclusive,2016-12-09,5,5,2,4,5,Y,GDS
FB0007404,G004926,City Hotel,Breakfast Included,2016-05-17,8,1,1,5,1,Maybe,Direct
FB0007405,G004026,Resort Hotel,Full Board,2016-05-23,6,4,5,5,2,Maybe,TA/TO
FB0007406,G004163,City Hotel,Full Board,2016-02-27,1,5,2,2,3,Y,Direct
FB0007407,G003142,City Hotel,Premium All-Inclusive,2015-09-01,10,5,1,4,3,Maybe,Direct
FB0007408,G004006,City Hotel,Breakfast Included,2017-06-15,7,5,5,2,1,Maybe,TA/TO
FB0007409,G004040,Resort Hotel,Breakfast Included,2016-04-04,9,1,2,4,4,Maybe,TA/TO
FB0007410,G002610,Resort Hotel,Standard,2017-06-22,6,2,1,5,5,N,TA/TO
FB0007411,G000449,City Hotel,Breakfast Included,2016-11-16,8,2,2,2,5,N,Direct
FB0007412,G002648,City Hotel,Breakfast Included,2015-08-14,5,4,4,1,5,N,Direct
FB0007413,G004908,City Hotel,Premium All-Inclusive,2016-10-30,9,4,4,1,5,Maybe,TA/TO
FB0007414,G004428,Resort Hotel,Half Board,2017-05-02,7,3,3,3,3,Y,GDS
FB0007415,G002661,Resort Hotel,Premium All-Inclusive,2017-08-08,1,4,4,3,4,Maybe,TA/TO
FB0007416,G004948,Resort Hotel,Half Board,2017-08-19,8,5,4,5,2,Maybe,GDS
FB0007417,G004026,City Hotel,Premium All-Inclusive,2016-12-03,8,5,5,4,3,N,GDS
FB0007418,G000172,Resort Hotel,Breakfast Included,2015-09-20,8,5,3,1,3,N,GDS
FB0007419,G002168,Resort Hotel,Full Board,2016-10-14,9,5,4,1,3,Y,Direct
FB0007420,G002983,Resort Hotel,Breakfast Included,2016-08-06,7,4,2,3,3,Y,TA/TO
FB0007421,G002672,City Hotel,Full Board,2017-05-22,9,5,4,5,4,N,GDS
FB0007422,G001218,Resort Hotel,Breakfast Included,2016-03-26,5,2,3,4,1,Maybe,Direct
FB0007423,G004936,City Hotel,Full Board,2017-04-18,6,1,2,3,4,Y,GDS
FB0007424,G000783,Resort Hotel,Breakfast Included,2017-06-27,10,4,1,3,2,Maybe,GDS
FB0007425,G001550,City Hotel,Premium All-Inclusive,2016-11-01,10,1,1,1,2,Y,TA/TO
FB0007426,G002962,City Hotel,Standard,2015-07-25,7,5,3,3,5,Y,Direct
FB0007427,G000516,Resort Hotel,Full Board,2015-11-10,2,5,2,4,3,Maybe,GDS
FB0007428,G001025,Resort Hotel,Standard,2016-07-04,2,5,5,3,2,Y,GDS
FB0007429,G000535,City Hotel,Premium All-Inclusive,2016-09-01,10,2,2,3,4,Y,GDS
FB0007430,G004586,City Hotel,Standard,2016-05-24,8,5,2,2,1,Maybe,TA/TO
FB0007431,G003900,City Hotel,Breakfast Included,2017-02-22,1,1,3,5,1,Y,TA/TO
FB0007432,G003490,Resort Hotel,Standard,2015-09-17,8,3,5,1,2,Maybe,TA/TO
FB0007433,G001318,City Hotel,Breakfast Included,2016-01-01,5,5,4,2,1,Y,GDS
FB0007434,G000613,City Hotel,Breakfast Included,2016-11-05,7,2,3,5,5,Maybe,GDS
FB0007435,G002712,Resort Hotel,Premium All-Inclusive,2015-07-19,9,1,4,1,3,Y,GDS
FB0007436,G000090,Resort Hotel,Standard,2015-08-18,5,4,3,3,1,Y,GDS
FB0007437,G000088,City Hotel,Half Board,2015-07-15,7,5,4,1,4,N,Direct
FB0007438,G003780,Resort Hotel,Full Board,2015-11-16,1,5,1,1,2,N,GDS
FB0007439,G000441,City Hotel,Premium All-Inclusive,2016-10-28,10,4,3,3,5,Y,TA/TO
FB0007440,G003478,City Hotel,Full Board,2016-10-17,10,4,1,5,2,Maybe,GDS
FB0007441,G003082,City Hotel,Half Board,2016-10-26,9,4,5,5,4,Y,TA/TO
FB0007442,G000658,City Hotel,Standard,2015-10-30,6,3,4,4,3,Y,TA/TO
FB0007443,G002305,Resort Hotel,Standard,2017-05-03,10,4,1,2,2,N,Direct
FB0007444,G002309,Resort Hotel,Full Board,2017-07-11,7,4,5,4,3,N,GDS
FB0007445,G001747,Resort Hotel,Premium All-Inclusive,2015-11-17,10,3,1,3,1,Y,GDS
FB0007446,G003656,Resort Hotel,Full Board,2017-05-19,6,2,3,5,5,Y,TA/TO
FB0007447,G000115,City Hotel,Premium All-Inclusive,2016-07-16,9,3,1,3,2,N,TA/TO
FB0007448,G002551,City Hotel,Premium All-Inclusive,2015-07-06,8,1,3,5,4,Maybe,TA/TO
FB0007449,G003305,City Hotel,Breakfast Included,2016-08-01,7,3,3,2,4,Y,TA/TO
FB0007450,G004135,City Hotel,Standard,2017-05-20,6,2,3,5,1,Maybe,GDS
FB0007451,G001195,Resort Hotel,Half Board,2017-07-16,3,3,2,2,5,N,Direct
FB0007452,G003058,City Hotel,Half Board,2017-05-05,8,4,1,4,5,N,TA/TO
FB0007453,G002674,City Hotel,Breakfast Included,2016-10-18,5,3,1,1,5,N,GDS
FB0007454,G003029,City Hotel,Standard,2017-03-01,3,1,5,2,1,Maybe,Direct
FB0007455,G004369,City Hotel,Breakfast Included,2016-06-02,9,4,3,3,2,Y,GDS
FB0007456,G002873,Resort Hotel,Premium All-Inclusive,2016-05-27,8,3,4,3,5,N,GDS
FB0007457,G002588,City Hotel,Premium All-Inclusive,2015-09-15,10,3,2,5,4,Y,GDS
FB0007458,G001754,Resort Hotel,Full Board,2017-03-16,7,5,4,2,3,Y,GDS
FB0007459,G002385,City Hotel,Premium All-Inclusive,2017-03-15,9,4,1,5,1,Maybe,Direct
FB0007460,G001388,Resort Hotel,Full Board,2016-07-11,6,3,3,2,5,N,Direct
FB0007461,G004006,Resort Hotel,Full Board,2017-01-09,9,2,2,4,2,N,Direct
FB0007462,G002210,Resort Hotel,Premium All-Inclusive,2017-02-21,10,4,5,1,3,N,Direct
FB0007463,G000345,Resort Hotel,Full Board,2017-07-03,8,1,3,1,4,Y,TA/TO
FB0007464,G000122,City Hotel,Breakfast Included,2016-12-27,8,3,2,4,4,N,TA/TO
FB0007465,G000896,Resort Hotel,Standard,2016-01-10,9,4,1,2,2,Maybe,TA/TO
FB0007466,G004739,City Hotel,Breakfast Included,2016-12-09,0,1,3,4,1,Maybe,TA/TO
FB0007467,G000396,Resort Hotel,Premium All-Inclusive,2017-06-30,10,1,3,2,4,N,GDS
FB0007468,G003628,Resort Hotel,Breakfast Included,2016-04-06,9,2,1,3,2,Y,TA/TO
FB0007469,G002719,Resort Hotel,Premium All-Inclusive,2015-12-11,4,4,1,1,5,Y,Direct
FB0007470,G000868,City Hotel,Standard,2016-02-10,6,5,2,2,4,Maybe,Direct
FB0007471,G000810,Resort Hotel,Standard,2016-03-14,4,3,5,5,2,Maybe,GDS
FB0007472,G004036,Resort Hotel,Breakfast Included,2016-05-26,6,4,3,3,1,N,TA/TO
FB0007473,G002303,Resort Hotel,Breakfast Included,2016-03-12,6,3,3,4,3,Y,GDS
FB0007474,G004188,City Hotel,Full Board,2017-03-09,7,4,3,5,3,Maybe,Direct
FB0007475,G002219,Resort Hotel,Breakfast Included,2017-07-10,10,1,2,3,4,N,TA/TO
FB0007476,G000816,City Hotel,Standard,2016-09-24,8,5,4,3,1,Y,TA/TO
FB0007477,G004670,Resort Hotel,Half Board,2016-10-28,9,4,3,1,5,N,TA/TO
FB0007478,G002610,Resort Hotel,Premium All-Inclusive,2015-10-01,9,3,3,2,4,Y,TA/TO
FB0007479,G004544,City Hotel,Standard,2017-06-21,8,2,5,2,3,N,GDS
FB0007480,G000773,City Hotel,Breakfast Included,2016-09-10,6,4,5,1,4,Y,GDS
FB0007481,G001807,City Hotel,Breakfast Included,2017-05-30,4,3,4,5,3,Y,GDS
FB0007482,G000947,City Hotel,Breakfast Included,2017-08-19,6,1,1,1,4,Y,GDS
FB0007483,G003929,City Hotel,Premium All-Inclusive,2017-03-31,6,4,4,1,5,Maybe,Direct
FB0007484,G003923,Resort Hotel,Full Board,2017-03-28,7,4,3,2,2,Y,Direct
FB0007485,G004636,City Hotel,Breakfast Included,2016-08-25,7,4,5,4,2,Y,GDS
FB0007486,G003739,City Hotel,Breakfast Included,2016-03-23,2,2,4,5,3,Y,Direct
FB0007487,G003282,Resort Hotel,Half Board,2017-04-28,8,3,3,4,2,Y,Direct
FB0007488,G000534,City Hotel,Half Board,2016-02-21,4,4,3,2,1,Maybe,GDS
FB0007489,G002321,City Hotel,Breakfast Included,2017-04-04,7,5,4,4,3,N,GDS
FB0007490,G000967,City Hotel,Breakfast Included,2016-10-06,9,1,2,3,1,Maybe,TA/TO
FB0007491,G000883,Resort Hotel,Standard,2017-08-04,7,5,5,5,1,Maybe,GDS
FB0007492,G002450,City Hotel,Breakfast Included,2015-10-02,5,4,2,1,4,N,GDS
FB0007493,G002654,City Hotel,Standard,2017-06-14,0,5,2,1,1,Y,Direct
FB0007494,G001640,City Hotel,Premium All-Inclusive,2017-03-19,7,3,2,2,5,Maybe,GDS
FB0007495,G000869,Resort Hotel,Full Board,2015-11-24,10,3,3,4,1,Maybe,TA/TO
FB0007496,G003799,Resort Hotel,Full Board,2015-08-30,9,5,5,4,5,Y,Direct
FB0007497,G000180,Resort Hotel,Standard,2016-03-03,7,5,5,4,3,Maybe,Direct
FB0007498,G002051,Resort Hotel,Breakfast Included,2017-08-01,8,5,5,5,2,Maybe,GDS
FB0007499,G004377,Resort Hotel,Breakfast Included,2017-02-24,6,2,2,5,2,Maybe,TA/TO
FB0007500,G002813,City Hotel,Standard,2015-11-14,3,1,3,5,2,Maybe,Direct
FB0007501,G001253,City Hotel,Half Board,2015-09-26,10,3,3,1,2,Maybe,TA/TO
FB0007502,G003789,City Hotel,Half Board,2015-07-02,7,1,3,2,3,Y,TA/TO
FB0007503,G002372,Resort Hotel,Full Board,2016-04-01,10,4,2,4,5,Maybe,TA/TO
FB0007504,G002173,Resort Hotel,Breakfast Included,2016-06-02,4,4,5,5,5,N,GDS
FB0007505,G004278,City Hotel,Breakfast Included,2016-02-23,6,2,3,2,2,Y,GDS
FB0007506,G003990,City Hotel,Standard,2015-07-12,6,2,3,5,1,N,Direct
FB0007507,G002371,Resort Hotel,Premium All-Inclusive,2017-03-06,9,5,2,5,5,N,TA/TO
FB0007508,G002878,Resort Hotel,Half Board,2016-11-24,8,3,2,5,5,Y,Direct
FB0007509,G004488,City Hotel,Half Board,2016-01-21,7,5,2,2,5,Y,Direct
FB0007510,G001151,City Hotel,Full Board,2016-01-26,7,4,1,2,1,Y,TA/TO
FB0007511,G000983,Resort Hotel,Premium All-Inclusive,2016-11-22,7,3,2,3,1,Maybe,Direct
FB0007512,G002226,Resort Hotel,Half Board,2016-03-28,4,5,4,3,2,Y,TA/TO
FB0007513,G002764,City Hotel,Breakfast Included,2017-05-09,8,2,2,2,4,Maybe,TA/TO
FB0007514,G000219,Resort Hotel,Premium All-Inclusive,2017-01-02,7,3,4,1,4,Maybe,GDS
FB0007515,G001464,City Hotel,Half Board,2016-05-12,8,5,2,2,2,Maybe,GDS
FB0007516,G003230,Resort Hotel,Premium All-Inclusive,2017-05-08,8,3,2,1,3,Y,TA/TO
FB0007517,G004724,Resort Hotel,Standard,2017-07-19,8,4,4,4,4,N,TA/TO
FB0007518,G002299,City Hotel,Full Board,2016-02-21,7,4,2,4,5,Y,TA/TO
FB0007519,G001854,Resort Hotel,Breakfast Included,2015-11-11,9,3,1,4,3,Maybe,TA/TO
FB0007520,G003320,Resort Hotel,Half Board,2015-11-13,7,5,1,5,2,Y,TA/TO
FB0007521,G002924,Resort Hotel,Premium All-Inclusive,2015-12-29,9,1,5,5,5,Y,GDS
FB0007522,G004093,Resort Hotel,Premium All-Inclusive,2016-03-30,8,3,1,5,2,Y,Direct
FB0007523,G003100,City Hotel,Standard,2016-09-02,10,3,1,3,3,Maybe,TA/TO
FB0007524,G000353,City Hotel,Breakfast Included,2016-05-04,5,3,4,2,5,Y,TA/TO
FB0007525,G001831,Resort Hotel,Half Board,2017-04-20,8,5,2,2,5,N,Direct
FB0007526,G004423,Resort Hotel,Premium All-Inclusive,2016-12-29,8,3,5,3,5,N,Direct
FB0007527,G002586,City Hotel,Breakfast Included,2017-02-20,7,3,1,3,4,N,GDS
FB0007528,G000797,City Hotel,Standard,2017-08-24,8,3,4,5,4,Y,GDS
FB0007529,G002518,Resort Hotel,Breakfast Included,2017-05-01,8,3,2,5,5,N,Direct
FB0007530,G001762,Resort Hotel,Premium All-Inclusive,2016-07-23,8,5,3,1,2,Maybe,TA/TO
FB0007531,G000662,Resort Hotel,Full Board,2015-09-23,8,4,5,1,4,Y,GDS
FB0007532,G003249,City Hotel,Premium All-Inclusive,2016-02-14,7,5,5,5,4,Y,GDS
FB0007533,G003528,City Hotel,Standard,2015-07-17,8,5,5,2,1,N,GDS
FB0007534,G003543,Resort Hotel,Full Board,2016-09-20,10,3,4,5,2,Maybe,GDS
FB0007535,G003197,City Hotel,Standard,2016-07-15,7,4,1,4,3,Y,GDS
FB0007536,G002866,City Hotel,Standard,2016-09-11,6,5,1,3,5,Y,GDS
FB0007537,G000883,Resort Hotel,Premium All-Inclusive,2016-05-07,6,1,5,5,4,Y,GDS
FB0007538,G003622,Resort Hotel,Premium All-Inclusive,2017-06-10,9,5,2,5,5,N,Direct
FB0007539,G000732,City Hotel,Breakfast Included,2016-11-20,3,5,1,1,4,N,GDS
FB0007540,G002188,City Hotel,Breakfast Included,2016-10-21,6,2,3,5,5,N,Direct
FB0007541,G000024,Resort Hotel,Breakfast Included,2016-12-23,8,2,4,5,2,N,GDS
FB0007542,G003572,Resort Hotel,Half Board,2015-09-22,4,2,1,4,3,Y,Direct
FB0007543,G001654,City Hotel,Full Board,2017-03-29,6,5,3,3,1,Y,TA/TO
FB0007544,G003858,City Hotel,Premium All-Inclusive,2016-01-31,3,3,2,2,2,Maybe,TA/TO
FB0007545,G001024,City Hotel,Premium All-Inclusive,2017-07-25,5,1,3,5,3,Y,Direct
FB0007546,G002281,City Hotel,Breakfast Included,2015-08-24,6,2,3,4,1,Y,Direct
FB0007547,G003847,City Hotel,Premium All-Inclusive,2016-01-13,6,1,4,3,1,N,GDS
FB0007548,G002804,Resort Hotel,Full Board,2015-10-17,10,4,2,2,2,N,TA/TO
FB0007549,G002665,Resort Hotel,Standard,2016-11-25,6,1,2,1,2,Y,Direct
FB0007550,G004969,Resort Hotel,Breakfast Included,2017-02-02,8,2,4,5,5,Maybe,Direct
FB0007551,G000806,City Hotel,Premium All-Inclusive,2016-06-16,8,5,2,3,1,Maybe,TA/TO
FB0007552,G004012,City Hotel,Standard,2016-07-05,7,5,3,1,4,Y,GDS
FB0007553,G001421,Resort Hotel,Premium All-Inclusive,2015-11-17,8,2,1,1,1,Maybe,GDS
FB0007554,G000307,City Hotel,Half Board,2017-07-30,8,5,1,2,5,Y,TA/TO
FB0007555,G002570,Resort Hotel,Premium All-Inclusive,2016-09-24,10,2,4,2,4,Y,GDS
FB0007556,G004710,City Hotel,Standard,2015-09-16,8,1,4,4,3,Y,GDS
FB0007557,G000708,City Hotel,Half Board,2016-01-28,7,4,5,4,2,Maybe,GDS
FB0007558,G001764,Resort Hotel,Half Board,2015-09-18,9,1,2,1,5,Y,TA/TO
FB0007559,G001267,Resort Hotel,Full Board,2016-05-13,0,3,2,4,2,Maybe,Direct
FB0007560,G004208,City Hotel,Full Board,2016-10-19,5,4,1,3,3,N,Direct
FB0007561,G000226,City Hotel,Standard,2016-04-02,8,5,1,1,5,Maybe,Direct
FB0007562,G003378,City Hotel,Full Board,2016-09-15,9,4,1,5,5,N,Direct
FB0007563,G003092,City Hotel,Breakfast Included,2015-08-23,6,1,2,5,1,Y,GDS
FB0007564,G000800,Resort Hotel,Standard,2015-11-02,6,5,1,5,3,N,GDS
FB0007565,G003085,Resort Hotel,Premium All-Inclusive,2015-09-02,8,4,5,5,3,Maybe,Direct
FB0007566,G001089,Resort Hotel,Half Board,2016-07-31,8,4,2,1,1,N,TA/TO
FB0007567,G002280,City Hotel,Half Board,2016-09-19,5,3,4,2,3,N,Direct
FB0007568,G000982,City Hotel,Half Board,2016-02-26,5,2,3,2,2,Y,GDS
FB0007569,G000759,Resort Hotel,Half Board,2016-09-14,8,2,3,1,2,N,TA/TO
FB0007570,G002640,Resort Hotel,Standard,2016-01-18,10,3,3,3,5,N,GDS
FB0007571,G000467,Resort Hotel,Standard,2016-04-27,8,4,5,5,3,Maybe,TA/TO
FB0007572,G001491,Resort Hotel,Breakfast Included,2017-08-07,8,3,3,2,2,Maybe,Direct
FB0007573,G004670,Resort Hotel,Premium All-Inclusive,2016-07-28,9,1,1,2,3,Maybe,Direct
FB0007574,G000084,Resort Hotel,Full Board,2016-07-01,8,3,3,4,3,N,GDS
FB0007575,G004372,Resort Hotel,Half Board,2016-10-07,9,4,5,4,5,N,TA/TO
FB0007576,G002198,City Hotel,Breakfast Included,2015-08-15,8,5,2,3,5,Maybe,Direct
FB0007577,G001551,Resort Hotel,Half Board,2017-02-07,5,1,2,2,5,Y,TA/TO
FB0007578,G002136,City Hotel,Full Board,2016-12-21,7,2,4,4,2,N,GDS
FB0007579,G001631,Resort Hotel,Premium All-Inclusive,2016-04-22,9,2,1,4,1,Maybe,Direct
FB0007580,G002489,City Hotel,Standard,2015-12-24,6,2,5,1,3,Maybe,TA/TO
FB0007581,G002698,Resort Hotel,Premium All-Inclusive,2016-12-17,10,1,4,5,4,Maybe,TA/TO
FB0007582,G001382,City Hotel,Breakfast Included,2015-07-06,9,3,2,4,3,Maybe,Direct
FB0007583,G004263,City Hotel,Breakfast Included,2016-09-09,8,2,1,3,2,Y,GDS
FB0007584,G001149,City Hotel,Breakfast Included,2016-04-09,8,3,1,4,5,Maybe,TA/TO
FB0007585,G002834,City Hotel,Breakfast Included,2015-07-10,1,4,5,4,5,N,Direct
FB0007586,G001851,City Hotel,Standard,2015-10-06,6,2,3,3,3,Y,TA/TO
FB0007587,G001111,City Hotel,Premium All-Inclusive,2015-09-03,9,4,4,2,4,Y,TA/TO
FB0007588,G002630,City Hotel,Breakfast Included,2016-01-09,5,1,4,2,4,Y,TA/TO
FB0007589,G004827,Resort Hotel,Standard,2016-09-02,8,5,5,4,5,Y,TA/TO
FB0007590,G001200,City Hotel,Premium All-Inclusive,2015-12-18,8,2,4,2,2,Maybe,GDS
FB0007591,G001281,Resort Hotel,Full Board,2016-05-26,9,5,1,4,3,Maybe,Direct
FB0007592,G002134,City Hotel,Half Board,2016-08-15,6,5,4,2,3,N,TA/TO
