Passenger_ID,age,gender,income_level,frequent_flyer_status,satisfaction_segment,total_flights,total_no_shows,no_show_rate,avg_satisfaction,avg_price_paid,total_delay_minutes,preferred_class,preferred_checkin,primary_travel_purpose,preferred_airline
P8896,30,Male,High,Non-Member,Satisfied,1,0,0.0,6.5,274.17,30.0,Economy,Airport Kiosk,Emergency,American Airlines
P8897,75,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.7,364.57,16.0,Economy,Online,Family,Delta
P8898,44,Female,Low,Non-Member,Satisfied,1,1,1.0,6.5,142.76,9.0,Economy,Desk,Business,United
P8899,18,Female,Low,Non-Member,Satisfied,1,0,0.0,6.7,343.35,4.0,Premium Economy,Online,Emergency,Southwest
P89,20,Male,High,Gold,Dissatisfied,1,0,0.0,4.9,409.72,5.0,Economy,Airport Kiosk,Family,American Airlines
P890,58,Male,Low,Non-Member,Satisfied,1,0,0.0,7.7,291.35,6.0,Business,Online,Family,American Airlines
P8900,21,Male,High,Non-Member,Satisfied,1,0,0.0,6.5,344.08,2.0,Business,Mobile App,Emergency,American Airlines
P8901,46,Male,Low,Silver,Neutral,1,0,0.0,5.1,319.08,1.0,Economy,Online,Business,American Airlines
P8902,41,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.1,217.79,15.0,Economy,Desk,Emergency,JetBlue
P8903,24,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.2,322.09,8.0,Business,Online,Emergency,Southwest
P8904,60,Male,High,Gold,Dissatisfied,1,0,0.0,4.7,405.58,2.0,Economy,Mobile App,Family,JetBlue
P8905,56,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.4,231.34,3.0,Economy,Mobile App,Business,JetBlue
P8906,45,Male,Low,Non-Member,Satisfied,1,0,0.0,7.6,367.05,9.0,Economy,Airport Kiosk,Family,Delta
P8907,59,Male,Medium,Non-Member,Neutral,1,0,0.0,5.7,302.8,3.0,Economy,Airport Kiosk,Business,JetBlue
P8908,60,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.2,337.36,1.0,Economy,Desk,Leisure,Southwest
P8909,65,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.1,378.33,16.0,Economy,Desk,Emergency,American Airlines
P891,49,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.1,468.42,15.0,Economy,Airport Kiosk,Business,American Airlines
P8910,38,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,9.7,332.37,7.0,Business,Mobile App,Leisure,United
P8911,47,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.5,396.06,14.0,Economy,Desk,Business,Southwest
P8912,66,Male,Medium,Non-Member,Neutral,1,0,0.0,6.4,201.43,12.0,Economy,Mobile App,Emergency,Southwest
P8913,48,Male,High,Silver,Neutral,1,0,0.0,5.8,329.0,9.0,Economy,Desk,Business,Delta
P8914,30,Male,High,Non-Member,Dissatisfied,1,0,0.0,2.7,228.33,3.0,Economy,Online,Family,JetBlue
P8915,20,Male,High,Gold,Satisfied,1,0,0.0,7.7,142.51,3.0,Business,Online,Emergency,Delta
P8916,50,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.4,398.36,1.0,Premium Economy,Online,Emergency,Delta
P8917,28,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.7,367.84,2.0,Economy,Mobile App,Family,Southwest
P8918,45,Female,High,Silver,Satisfied,1,0,0.0,7.6,397.47,31.0,Business,Airport Kiosk,Leisure,United
P8919,27,Female,Low,Non-Member,Neutral,1,1,1.0,6.4,232.91,3.0,Economy,Mobile App,Family,Delta
P892,52,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.6,277.79,2.0,First,Desk,Emergency,Southwest
P8920,66,Female,Low,Silver,Satisfied,1,0,0.0,7.7,58.44,10.0,Economy,Online,Emergency,Delta
P8921,58,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,439.94,4.0,Premium Economy,Mobile App,Leisure,American Airlines
P8922,38,Female,Medium,Silver,Neutral,1,0,0.0,5.8,297.4,0.0,Economy,Online,Leisure,JetBlue
P8923,60,Female,Low,Silver,Highly Satisfied,1,0,0.0,8.6,186.64,6.0,Economy,Airport Kiosk,Family,Delta
P8924,26,Male,High,Non-Member,Neutral,1,0,0.0,6.4,482.89,12.0,Business,Online,Family,JetBlue
P8925,31,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.5,421.88,16.0,Business,Mobile App,Emergency,Delta
P8926,50,Male,Medium,Gold,Satisfied,1,0,0.0,7.3,276.81,5.0,Business,Airport Kiosk,Leisure,American Airlines
P8927,59,Female,Low,Silver,Neutral,1,0,0.0,5.5,435.9,6.0,Economy,Desk,Emergency,Southwest
P8928,38,Female,Medium,Non-Member,Neutral,1,0,0.0,5.8,390.03,1.0,Business,Online,Leisure,American Airlines
P8929,46,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.9,260.51,7.0,Premium Economy,Airport Kiosk,Leisure,Delta
P893,44,Male,Low,Non-Member,Neutral,1,0,0.0,5.4,302.81,6.0,Premium Economy,Mobile App,Leisure,Southwest
P8930,35,Female,Low,Gold,Dissatisfied,1,0,0.0,2.7,475.47,11.0,Business,Mobile App,Family,United
P8931,21,Female,Medium,Silver,Dissatisfied,1,0,0.0,4.9,222.13,2.0,Economy,Mobile App,Leisure,Delta
P8932,45,Female,Low,Non-Member,Neutral,1,0,0.0,6.4,292.0,7.0,Economy,Airport Kiosk,Emergency,United
P8933,56,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,9.7,466.31,4.0,First,Desk,Leisure,JetBlue
P8934,23,Female,High,Silver,Satisfied,1,0,0.0,7.4,413.27,3.0,Premium Economy,Online,Family,Southwest
P8935,46,Female,Medium,Silver,Highly Satisfied,1,1,1.0,8.2,387.04,17.0,Economy,Airport Kiosk,Family,Delta
P8936,20,Female,Low,Non-Member,Satisfied,1,0,0.0,7.8,380.2,20.0,Premium Economy,Online,Emergency,Southwest
P8937,64,Male,Medium,Platinum,Satisfied,1,0,0.0,7.0,260.39,12.0,Business,Desk,Leisure,JetBlue
P8938,22,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,500.47,3.0,Economy,Airport Kiosk,Family,United
P8939,74,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.4,195.6,11.0,Premium Economy,Airport Kiosk,Family,American Airlines
P894,68,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.9,396.57,4.0,Premium Economy,Airport Kiosk,Family,American Airlines
P8940,63,Male,Low,Silver,Dissatisfied,1,0,0.0,4.2,361.89,11.0,Economy,Airport Kiosk,Family,Delta
P8941,32,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.1,346.86,15.0,Economy,Desk,Leisure,United
P8942,51,Female,High,Silver,Neutral,1,0,0.0,5.0,430.99,0.0,Premium Economy,Desk,Leisure,Delta
P8943,62,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,3.5,352.9,0.0,Economy,Desk,Business,Delta
P8944,49,Female,Medium,Silver,Highly Satisfied,1,0,0.0,10.0,561.93,0.0,Premium Economy,Mobile App,Emergency,American Airlines
P8945,70,Male,High,Platinum,Satisfied,1,0,0.0,6.7,248.66,4.0,Premium Economy,Desk,Family,Delta
P8946,27,Female,Low,Silver,Neutral,1,0,0.0,5.8,287.54,20.0,Economy,Mobile App,Emergency,Southwest
P8947,70,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.0,260.52,13.0,Business,Desk,Leisure,United
P8948,67,Male,Medium,Silver,Satisfied,1,0,0.0,7.9,396.32,2.0,Business,Airport Kiosk,Business,Delta
P8949,29,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.4,378.17,35.0,Economy,Airport Kiosk,Emergency,Southwest
P895,41,Female,Low,Gold,Highly Satisfied,1,0,0.0,8.4,376.91,21.0,Business,Desk,Emergency,Southwest
P8950,33,Female,Low,Gold,Highly Satisfied,1,0,0.0,9.2,208.43,2.0,First,Online,Emergency,Delta
P8951,61,Male,Medium,Non-Member,Satisfied,1,1,1.0,6.8,497.04,0.0,Premium Economy,Online,Business,JetBlue
P8952,33,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.9,220.99,10.0,Economy,Desk,Emergency,Delta
P8953,55,Male,High,Platinum,Dissatisfied,1,0,0.0,3.8,316.21,2.0,Economy,Mobile App,Emergency,Southwest
P8954,34,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.9,482.78,16.0,Economy,Desk,Business,JetBlue
P8955,40,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,9.1,239.35,3.0,Economy,Online,Family,United
P8956,76,Female,Low,Non-Member,Neutral,1,0,0.0,6.3,227.17,6.0,Economy,Airport Kiosk,Family,American Airlines
P8957,50,Female,Low,Non-Member,Satisfied,1,0,0.0,7.1,560.91,4.0,Economy,Airport Kiosk,Business,American Airlines
P8958,23,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.1,299.91,6.0,Premium Economy,Airport Kiosk,Leisure,Southwest
P8959,69,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.9,456.43,0.0,Business,Online,Emergency,JetBlue
P896,56,Female,Medium,Silver,Satisfied,1,0,0.0,7.2,294.29,26.0,Premium Economy,Online,Emergency,JetBlue
P8960,31,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,321.71,1.0,Premium Economy,Online,Leisure,United
P8961,66,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.4,89.19,1.0,Business,Online,Family,JetBlue
P8962,21,Female,Low,Gold,Satisfied,1,0,0.0,7.7,419.15,2.0,Economy,Online,Emergency,JetBlue
P8963,18,Female,Medium,Non-Member,Highly Satisfied,1,1,1.0,8.5,321.54,2.0,Premium Economy,Desk,Business,United
P8964,22,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.8,470.88,6.0,First,Airport Kiosk,Emergency,United
P8965,47,Male,Medium,Platinum,Neutral,1,0,0.0,6.4,331.08,12.0,Premium Economy,Mobile App,Family,JetBlue
P8966,79,Male,Medium,Gold,Neutral,1,0,0.0,5.2,453.89,2.0,Economy,Mobile App,Business,Delta
P8967,52,Male,High,Gold,Dissatisfied,1,0,0.0,4.7,485.6,1.0,Premium Economy,Airport Kiosk,Business,United
P8968,25,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,9.6,317.01,3.0,Business,Mobile App,Family,American Airlines
P8969,27,Male,Low,Platinum,Highly Satisfied,1,0,0.0,8.5,290.3,16.0,Economy,Online,Family,JetBlue
P897,71,Female,High,Gold,Satisfied,1,0,0.0,7.7,244.44,4.0,Economy,Airport Kiosk,Family,American Airlines
P8970,73,Female,High,Non-Member,Neutral,1,0,0.0,6.1,369.89,1.0,Economy,Airport Kiosk,Emergency,American Airlines
P8971,74,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.4,285.61,6.0,Economy,Online,Leisure,JetBlue
P8972,48,Male,High,Non-Member,Satisfied,1,0,0.0,7.8,224.77,6.0,Economy,Mobile App,Family,American Airlines
P8973,50,Male,Medium,Platinum,Neutral,1,0,0.0,5.7,279.12,1.0,Premium Economy,Airport Kiosk,Emergency,United
P8974,63,Male,Medium,Non-Member,Neutral,1,0,0.0,6.2,412.08,20.0,Economy,Mobile App,Leisure,American Airlines
P8975,18,Male,Low,Silver,Satisfied,1,0,0.0,7.2,339.08,3.0,Business,Airport Kiosk,Leisure,American Airlines
P8976,30,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.7,348.57,6.0,Economy,Online,Family,United
P8977,24,Female,High,Gold,Satisfied,1,1,1.0,7.9,339.52,4.0,Economy,Airport Kiosk,Family,American Airlines
P8978,60,Female,High,Silver,Satisfied,1,0,0.0,6.9,131.97,16.0,Economy,Airport Kiosk,Emergency,Delta
P8979,68,Female,Medium,Gold,Dissatisfied,1,0,0.0,3.6,349.42,6.0,Economy,Online,Business,JetBlue
P898,43,Female,Medium,Gold,Satisfied,1,0,0.0,6.8,397.99,18.0,Business,Desk,Family,Southwest
P8980,47,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.2,337.9,10.0,Economy,Desk,Family,JetBlue
P8981,59,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.5,242.67,5.0,Economy,Online,Leisure,United
P8982,32,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.5,191.05,4.0,Economy,Online,Leisure,Delta
P8983,78,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.9,202.01,3.0,Economy,Desk,Leisure,JetBlue
P8984,49,Female,Low,Silver,Satisfied,1,1,1.0,6.5,357.96,9.0,Premium Economy,Mobile App,Business,United
P8985,56,Male,Medium,Silver,Satisfied,1,1,1.0,6.5,406.09,9.0,Economy,Airport Kiosk,Family,United
P8986,22,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,3.5,250.73,7.0,First,Mobile App,Leisure,Delta
P8987,61,Male,Medium,Gold,Satisfied,1,1,1.0,7.4,372.52,3.0,First,Online,Family,JetBlue
P8988,70,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.8,572.47,4.0,Premium Economy,Desk,Business,Southwest
P8989,57,Female,High,Non-Member,Satisfied,1,1,1.0,7.3,321.63,8.0,Business,Airport Kiosk,Family,Delta
P899,51,Male,Low,Non-Member,Satisfied,1,0,0.0,7.2,418.35,12.0,Economy,Online,Business,Southwest
P8990,60,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,340.64,11.0,Premium Economy,Desk,Family,Southwest
P8991,59,Male,High,Non-Member,Satisfied,1,0,0.0,7.2,207.13,1.0,First,Airport Kiosk,Family,American Airlines
P8992,62,Female,Low,Gold,Neutral,1,0,0.0,6.1,259.35,8.0,Economy,Airport Kiosk,Business,Delta
P8993,66,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.3,245.57,24.0,Business,Desk,Leisure,United
P8994,48,Male,High,Silver,Satisfied,1,0,0.0,7.9,202.52,3.0,Premium Economy,Airport Kiosk,Business,JetBlue
P8995,28,Male,Low,Non-Member,Satisfied,1,0,0.0,6.7,330.21,3.0,Business,Desk,Leisure,Delta
P8996,37,Male,Low,Platinum,Satisfied,1,0,0.0,6.6,518.74,2.0,Economy,Mobile App,Family,American Airlines
P8997,41,Male,Low,Silver,Neutral,1,0,0.0,5.0,201.37,12.0,Economy,Online,Family,JetBlue
P8998,77,Female,Medium,Silver,Dissatisfied,1,0,0.0,4.3,348.71,7.0,Economy,Airport Kiosk,Business,Southwest
P8999,53,Male,Medium,Gold,Satisfied,1,0,0.0,6.7,498.64,32.0,Economy,Mobile App,Leisure,American Airlines
P9,50,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.2,201.48,16.0,Economy,Online,Emergency,American Airlines
P90,57,Male,Medium,Non-Member,Neutral,1,0,0.0,5.1,334.44,0.0,Economy,Online,Business,United
P900,74,Male,High,Non-Member,Dissatisfied,1,0,0.0,4.2,375.9,16.0,Premium Economy,Desk,Leisure,JetBlue
P9000,43,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.9,269.45,13.0,Premium Economy,Mobile App,Emergency,United
P9001,50,Male,Medium,Silver,Neutral,1,0,0.0,6.2,546.39,12.0,Premium Economy,Desk,Leisure,Southwest
P9002,36,Male,Low,Silver,Neutral,1,0,0.0,6.1,387.11,0.0,Economy,Airport Kiosk,Family,Delta
P9003,42,Female,Low,Gold,Satisfied,1,0,0.0,7.5,330.5,14.0,Economy,Mobile App,Emergency,JetBlue
P9004,69,Female,Medium,Gold,Dissatisfied,1,0,0.0,4.7,250.34,0.0,Business,Desk,Leisure,United
P9005,47,Male,High,Silver,Satisfied,1,0,0.0,7.7,341.01,21.0,Economy,Airport Kiosk,Emergency,American Airlines
P9006,53,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,4.5,445.45,17.0,Economy,Online,Emergency,United
P9007,67,Male,Low,Gold,Highly Satisfied,1,0,0.0,8.9,454.74,7.0,Premium Economy,Airport Kiosk,Business,Delta
P9008,73,Male,Low,Silver,Satisfied,1,0,0.0,7.9,376.01,14.0,Premium Economy,Desk,Leisure,JetBlue
P9009,65,Female,Low,Non-Member,Satisfied,1,0,0.0,7.6,301.32,11.0,Economy,Airport Kiosk,Emergency,Delta
P901,20,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.3,234.98,13.0,Business,Airport Kiosk,Business,Delta
P9010,41,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.2,255.52,25.0,Economy,Mobile App,Emergency,Delta
P9011,74,Female,Low,Non-Member,Neutral,1,0,0.0,6.1,314.62,9.0,Premium Economy,Online,Business,Delta
P9012,63,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.8,369.82,12.0,Economy,Desk,Family,Southwest
P9013,66,Female,Medium,Silver,Dissatisfied,1,0,0.0,3.5,369.81,46.0,Economy,Mobile App,Business,American Airlines
P9014,53,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.4,353.36,3.0,Premium Economy,Online,Leisure,Delta
P9015,70,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.2,370.67,3.0,Economy,Airport Kiosk,Emergency,American Airlines
P9016,37,Male,Low,Non-Member,Satisfied,1,0,0.0,7.9,552.54,4.0,Economy,Airport Kiosk,Emergency,American Airlines
P9017,78,Female,High,Non-Member,Highly Satisfied,1,0,0.0,9.3,529.11,2.0,Economy,Online,Family,Delta
P9018,22,Male,Low,Silver,Neutral,1,0,0.0,6.3,298.38,20.0,Economy,Mobile App,Emergency,Delta
P9019,45,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.3,434.31,8.0,Economy,Desk,Family,Delta
P902,75,Male,High,Silver,Neutral,1,1,1.0,6.1,410.73,1.0,Premium Economy,Mobile App,Family,JetBlue
P9020,37,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.7,172.04,16.0,Premium Economy,Mobile App,Family,Delta
P9021,43,Male,Medium,Gold,Neutral,1,0,0.0,5.8,296.7,31.0,Premium Economy,Mobile App,Leisure,JetBlue
P9022,79,Male,Medium,Non-Member,Neutral,1,0,0.0,5.7,173.68,13.0,First,Online,Business,United
P9023,67,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.1,243.16,15.0,Business,Online,Business,Southwest
P9024,21,Male,Low,Non-Member,Neutral,1,0,0.0,5.7,492.02,3.0,Premium Economy,Airport Kiosk,Business,Delta
P9025,27,Female,Low,Non-Member,Satisfied,1,0,0.0,7.1,414.41,12.0,Economy,Desk,Business,United
P9026,27,Male,Medium,Silver,Satisfied,1,0,0.0,7.2,428.07,21.0,Premium Economy,Mobile App,Family,Delta
P9027,24,Female,Medium,Platinum,Satisfied,1,0,0.0,7.0,256.73,24.0,Business,Airport Kiosk,Leisure,Delta
P9028,61,Female,Medium,Non-Member,Neutral,1,0,0.0,5.5,307.93,3.0,Business,Online,Business,American Airlines
P9029,51,Male,Medium,Gold,Neutral,1,0,0.0,5.6,414.45,11.0,Economy,Airport Kiosk,Emergency,JetBlue
P903,24,Female,Medium,Silver,Highly Satisfied,1,0,0.0,9.1,308.48,20.0,Premium Economy,Airport Kiosk,Business,United
P9030,33,Female,High,Non-Member,Satisfied,1,0,0.0,7.9,452.08,1.0,Business,Online,Family,Southwest
P9031,27,Male,Low,Silver,Satisfied,1,0,0.0,7.6,352.23,16.0,Business,Mobile App,Family,JetBlue
P9032,63,Female,High,Silver,Satisfied,1,0,0.0,7.8,375.77,20.0,Business,Mobile App,Family,American Airlines
P9033,30,Female,Medium,Platinum,Highly Satisfied,1,0,0.0,8.0,293.27,4.0,Business,Desk,Emergency,American Airlines
P9034,42,Male,High,Silver,Highly Satisfied,1,0,0.0,8.0,362.39,8.0,Economy,Online,Family,Delta
P9035,37,Male,Medium,Gold,Neutral,1,0,0.0,6.0,483.06,4.0,Premium Economy,Mobile App,Business,Southwest
P9036,31,Male,Low,Gold,Dissatisfied,1,0,0.0,4.7,262.04,1.0,Premium Economy,Airport Kiosk,Leisure,Southwest
P9037,61,Female,High,Non-Member,Satisfied,1,0,0.0,7.9,275.7,7.0,Economy,Online,Business,American Airlines
P9038,71,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.5,351.7,3.0,Business,Desk,Leisure,United
P9039,77,Male,Medium,Gold,Satisfied,1,0,0.0,6.8,309.66,12.0,Economy,Desk,Family,American Airlines
P904,26,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.9,144.54,14.0,Economy,Airport Kiosk,Emergency,United
P9040,46,Male,High,Silver,Neutral,1,0,0.0,5.2,301.35,26.0,Economy,Online,Leisure,United
P9041,47,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.2,229.65,17.0,Economy,Airport Kiosk,Emergency,JetBlue
P9042,62,Female,Low,Silver,Satisfied,1,0,0.0,6.9,255.09,13.0,Economy,Airport Kiosk,Emergency,United
P9043,19,Female,Low,Gold,Satisfied,1,0,0.0,6.8,542.25,6.0,Economy,Desk,Business,United
P9044,78,Female,Medium,Silver,Satisfied,1,0,0.0,7.2,307.83,12.0,Business,Airport Kiosk,Business,American Airlines
P9045,73,Male,High,Non-Member,Satisfied,1,0,0.0,7.2,137.09,5.0,Economy,Airport Kiosk,Family,Delta
P9046,54,Female,Medium,Gold,Satisfied,1,1,1.0,6.6,198.36,0.0,Premium Economy,Online,Leisure,United
P9047,66,Male,Medium,Platinum,Satisfied,1,0,0.0,7.6,161.96,1.0,First,Mobile App,Family,JetBlue
P9048,73,Female,Medium,Silver,Satisfied,1,1,1.0,7.3,548.76,65.0,Premium Economy,Mobile App,Business,Delta
P9049,79,Female,Medium,Platinum,Satisfied,1,0,0.0,6.9,288.97,9.0,Economy,Desk,Leisure,United
P905,43,Female,Low,Silver,Satisfied,1,1,1.0,7.2,342.62,14.0,Economy,Desk,Leisure,American Airlines
P9050,68,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.4,346.31,21.0,Economy,Mobile App,Business,JetBlue
P9051,79,Male,Medium,Silver,Highly Satisfied,1,0,0.0,9.4,163.32,19.0,Premium Economy,Desk,Business,Southwest
P9052,68,Female,Low,Platinum,Highly Satisfied,1,0,0.0,8.0,320.66,3.0,Economy,Mobile App,Family,United
P9053,30,Male,Medium,Silver,Dissatisfied,1,0,0.0,3.9,426.39,4.0,Economy,Desk,Business,American Airlines
P9054,68,Female,Low,Gold,Satisfied,1,0,0.0,7.4,376.06,12.0,Economy,Mobile App,Leisure,JetBlue
P9055,23,Male,Low,Non-Member,Dissatisfied,1,0,0.0,4.8,280.29,6.0,Premium Economy,Mobile App,Family,Delta
P9056,19,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.3,539.65,2.0,Premium Economy,Desk,Business,Southwest
P9057,43,Male,Medium,Non-Member,Neutral,1,0,0.0,5.2,288.66,23.0,Economy,Airport Kiosk,Family,Southwest
P9058,28,Male,Medium,Non-Member,Neutral,1,0,0.0,6.4,285.57,5.0,Economy,Online,Family,Southwest
P9059,25,Female,Low,Non-Member,Neutral,1,0,0.0,6.3,272.02,7.0,Business,Desk,Leisure,Delta
P906,63,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.4,358.13,2.0,Economy,Airport Kiosk,Leisure,Southwest
P9060,47,Male,Medium,Non-Member,Neutral,1,1,1.0,5.0,489.71,10.0,Business,Airport Kiosk,Business,JetBlue
P9061,54,Male,Low,Platinum,Satisfied,1,0,0.0,7.3,294.1,6.0,Economy,Desk,Business,JetBlue
P9062,50,Male,Low,Gold,Highly Satisfied,1,0,0.0,10.0,351.92,5.0,Economy,Mobile App,Family,JetBlue
P9063,73,Male,Medium,Gold,Satisfied,1,0,0.0,7.5,306.73,4.0,Economy,Airport Kiosk,Business,JetBlue
P9064,50,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.5,222.63,3.0,Premium Economy,Online,Business,Delta
P9065,20,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,3.1,259.66,5.0,Economy,Mobile App,Emergency,JetBlue
P9066,19,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.3,421.85,10.0,Economy,Online,Leisure,American Airlines
P9067,54,Male,Medium,Silver,Satisfied,1,0,0.0,6.9,344.74,2.0,Economy,Desk,Emergency,JetBlue
P9068,24,Male,Low,Platinum,Neutral,1,0,0.0,6.3,340.84,3.0,Premium Economy,Online,Business,Delta
P9069,45,Female,Low,Non-Member,Satisfied,1,1,1.0,7.3,514.47,10.0,Premium Economy,Online,Emergency,American Airlines
P907,28,Female,Low,Silver,Satisfied,1,0,0.0,6.6,373.68,7.0,Economy,Online,Family,United
P9070,41,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.1,387.24,1.0,Economy,Desk,Business,JetBlue
P9071,75,Female,Low,Non-Member,Satisfied,1,0,0.0,7.1,129.53,31.0,Economy,Desk,Emergency,Delta
P9072,31,Male,Low,Gold,Neutral,1,0,0.0,5.4,290.95,7.0,Economy,Online,Family,American Airlines
P9073,29,Male,Medium,Non-Member,Neutral,1,0,0.0,6.2,289.78,1.0,Economy,Mobile App,Emergency,American Airlines
P9074,29,Male,Medium,Platinum,Neutral,1,0,0.0,6.4,415.78,8.0,Business,Desk,Family,United
P9075,79,Female,High,Non-Member,Satisfied,1,0,0.0,7.6,462.86,6.0,Premium Economy,Desk,Family,Delta
P9076,41,Male,High,Silver,Neutral,1,0,0.0,6.2,263.93,2.0,Premium Economy,Mobile App,Leisure,JetBlue
P9077,69,Female,Medium,Non-Member,Neutral,1,0,0.0,5.3,374.77,2.0,Economy,Airport Kiosk,Family,Delta
P9078,56,Male,Low,Gold,Satisfied,1,0,0.0,7.2,411.3,8.0,Business,Airport Kiosk,Emergency,American Airlines
P9079,33,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.7,305.68,8.0,Economy,Mobile App,Leisure,JetBlue
P908,65,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.7,375.75,2.0,Economy,Online,Emergency,United
P9080,71,Female,Low,Non-Member,Neutral,1,0,0.0,6.3,253.26,4.0,Business,Desk,Emergency,Southwest
P9081,77,Male,Medium,Non-Member,Neutral,1,0,0.0,6.4,284.84,2.0,Economy,Airport Kiosk,Business,Delta
P9082,22,Female,Low,Non-Member,Satisfied,1,0,0.0,6.7,385.74,8.0,Economy,Online,Leisure,Southwest
P9083,59,Female,High,Non-Member,Satisfied,1,0,0.0,7.0,329.42,0.0,Economy,Mobile App,Emergency,Southwest
P9084,49,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,344.58,18.0,Premium Economy,Mobile App,Emergency,Delta
P9085,74,Male,Medium,Silver,Satisfied,1,0,0.0,7.6,311.37,9.0,Economy,Airport Kiosk,Family,American Airlines
P9086,59,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,134.6,28.0,First,Online,Leisure,American Airlines
P9087,21,Female,Low,Non-Member,Neutral,1,0,0.0,5.9,148.85,8.0,Economy,Airport Kiosk,Leisure,Delta
P9088,56,Male,Medium,Silver,Satisfied,1,0,0.0,6.9,372.37,6.0,Economy,Mobile App,Business,JetBlue
P9089,47,Male,Medium,Silver,Highly Satisfied,1,0,0.0,10.0,334.55,5.0,Premium Economy,Online,Emergency,JetBlue
P909,39,Female,High,Non-Member,Neutral,1,0,0.0,6.2,452.19,2.0,Economy,Airport Kiosk,Business,American Airlines
P9090,71,Female,High,Non-Member,Satisfied,1,1,1.0,6.6,556.24,9.0,Economy,Mobile App,Leisure,Southwest
P9091,59,Female,Low,Silver,Dissatisfied,1,0,0.0,4.2,214.92,9.0,Economy,Airport Kiosk,Emergency,JetBlue
P9092,65,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.7,270.79,7.0,Economy,Mobile App,Leisure,JetBlue
P9093,35,Male,Medium,Non-Member,Neutral,1,0,0.0,5.6,486.1,2.0,Business,Airport Kiosk,Business,United
